adv	little	hard	start	inside	ball	slightly	forever	necessarily	constantly	art	mentally	truly	straight
	1668	487	271	164	156	84	61	48	48	46	42	40	40
noun	shoes	new	run	feel	team	race	feet	kids	music	try	ground	play	days	fun	stuff	player	night	moment	idea	step	power	sort	training	support	experience	goal	style	movement	shoe	foot
	1036	1021	862	794	641	592	536	495	478	424	385	343	326	326	311	300	285	280	273	271	263	253	247	245	241	236	234	234	173	148
pronoun	helps	wan	yo	harmonizer	somewhat	win	windy	weather	we	mind	usher	our	marathon	shat	father	hey	shelf	who	watch	hi	ho	stairs	teacher	yacht	brother	worn	heel
	142	9	8	4	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
verb	play	playing	training	excited	feeling	wearing	felt	walk	lot	played	seeing	helps	walking	amazing
	343	299	247	228	190	180	177	175	170	160	149	142	138	117
others	know	ball	under	workout	love	pro
	634	156	96	72	71	57
adj	fit	tough	upper	natural	shoe	comfortable	huge	perfect	ball	finish	crazy	biggest	foot	super	awesome	soft	extra	certain	enough	wear	couple	athlete	amazing	bigger
	229	193	189	183	173	170	165	163	156	151	149	149	148	140	138	134	130	129	129	123	119	118	117	115
